x,y,GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS281131880,2018-08-03 05:54:46,23036,species,Northern Rough-winged Swallow,Stelgidopteryx serripennis,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-11-13,10:12:00,obsr27006,S20571201,Traveling,P22,EBIRD,8,0.300,,2,1,G1046290,0,1,0,,Submitted from  BirdLog NA for Android v1.9.6
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS248519298,2018-08-03 05:14:22,5970,species,Spotted Sandpiper,Actitis macularius,,,2,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-04-26,12:31:00,obsr28253,S18094926,Traveling,P22,EBIRD,14,0.350,,1,1,,0,1,0,,Submitted from  BirdLog NA for Android v1.9.3
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS266206170,2018-08-03 05:36:39,2339,species,Mourning Dove,Zenaida macroura,,,6,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-08-03,10:08:00,obsr102204,S19317214,Stationary,P21,EBIRD,27,,,1,1,,0,1,0,,<br />Submitted from BirdLog NA for iOS, version 1.7.6
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS264874232,2018-08-03 05:34:59,5742,species,Killdeer,Charadrius vociferus,,,6,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-07-23,08:16:00,obsr506204,S19200904,Stationary,P21,EBIRD,16,,,4,1,G962055,0,1,0,,<br />Submitted from BirdLog NA for iOS, version 1.7.5
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS266414787,2018-08-03 05:36:53,471,species,Mallard,Anas platyrhynchos,,,13,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-08-04,16:42:00,obsr131919,S19334231,Traveling,P22,EBIRD,22,0.161,,3,1,G970333,0,1,0,,<br />Submitted from BirdLog NA for iOS, version 1.7.6
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS280807990,2018-08-03 05:54:46,5314,form,American Coot,Fulica americana,American Coot (Red-shielded),Fulica americana (Red-shielded),1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-11-13,10:12:00,obsr28253,S20545990,Traveling,P22,EBIRD,8,0.300,,2,1,G1046290,0,1,0,,Submitted from  BirdLog NA for Android v1.9.6
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS268892726,2018-08-03 05:39:25,471,species,Mallard,Anas platyrhynchos,,,19,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-08-20,15:53:00,obsr28253,S19559127,Traveling,P22,EBIRD,12,0.200,,2,1,G992593,0,1,0,,Submitted from  BirdLog NA for Android v1.9.3
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS252896482,2018-08-03 05:22:10,5970,species,Spotted Sandpiper,Actitis macularius,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-05-10,14:07:00,obsr28253,S18348664,Traveling,P22,EBIRD,11,0.300,,1,1,,0,1,0,,
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS265116166,2018-08-03 05:35:08,5964,species,Wilson's Phalarope,Phalaropus tricolor,,,3,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-07-24,10:25:00,obsr506204,S19220398,Traveling,P22,EBIRD,22,0.161,,2,1,G962505,0,1,0,,Eric Hough, Theresa Hyde, Michael Lester, Jarrod Swackhamer
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS268205322,2014-08-24 13:45:02,5900,species,Semipalmated Sandpiper,Calidris pusilla,,,1,,,Unknown Sex, Juvenile (1),United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-08-17,09:00:00,obsr228045,S19507884,Stationary,P21,EBIRD,30,,,1,1,,0,1,1,,
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS236670610,2018-08-03 04:55:23,471,species,Mallard,Anas platyrhynchos,,,2,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-02-22,08:51:00,obsr430834,S17175207,Traveling,P22,EBIRD,6,0.300,,3,1,G810022,0,1,0,,Submitted from  BirdLog NA for Android v1.9.3
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS264834563,2018-08-03 05:34:59,5742,species,Killdeer,Charadrius vociferus,,,6,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-07-23,08:16:00,obsr131919,S19197428,Stationary,P21,EBIRD,16,,,4,1,G962055,0,1,0,,<br />Submitted from BirdLog NA for iOS, version 1.7.5
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS261828251,2018-08-03 05:31:40,5901,species,Western Sandpiper,Calidris mauri,,,4,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-06-29,16:38:00,obsr27006,S18952299,Traveling,P22,EBIRD,7,0.161,,2,1,G945368,0,1,0,,<br />Submitted from BirdLog NA for iOS, version 1.7.4
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS267412545,2018-08-03 05:38:04,471,species,Mallard,Anas platyrhynchos,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-08-12,10:52:00,obsr102204,S19437848,Traveling,P22,EBIRD,19,0.161,,1,1,,0,1,0,,<br />Submitted from BirdLog NA for iOS, version 1.7.6
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS250121066,2018-08-03 05:16:23,5965,species,Red-necked Phalarope,Phalaropus lobatus,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-05-01,11:47:00,obsr27006,S18195543,Traveling,P22,EBIRD,10,0.097,,2,1,G883816,0,1,0,,<br />Submitted from BirdLog NA for iOS, version 1.6.3
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS236670611,2018-08-03 04:55:23,434,species,Northern Shoveler,Spatula clypeata,,,2,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-02-22,08:51:00,obsr430834,S17175207,Traveling,P22,EBIRD,6,0.300,,3,1,G810022,0,1,0,,Submitted from  BirdLog NA for Android v1.9.3
-114.2248598,34.2091996,URN:CornellLabOfOrnithology:EBIRD:OBS240949169,2018-08-03 04:59:54,602,species,Lesser Scaup,Aythya affinis,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove ponds,L855566,H,2014-03-09,13:25:00,obsr131919,S17543333,Traveling,P22,EBIRD,18,0.280,,3,1,G834685,0,1,0,,
-114.2166138,34.2120151,URN:CornellLabOfOrnithology:EBIRD:OBS107477589,2013-09-11 14:23:55,5314,form,American Coot,Fulica americana,American Coot (Red-shielded),Fulica americana (Red-shielded),40,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Crossroads CG,L1084415,P,2011-02-03,10:10:00,obsr27006,S7554873,Traveling,P22,EBIRD,15,0.050,,1,1,,0,1,0,,David and I birded separately
-114.2166138,34.2120151,URN:CornellLabOfOrnithology:EBIRD:OBS107477594,2013-09-11 14:23:55,28747,species,Phainopepla,Phainopepla nitens,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Crossroads CG,L1084415,P,2011-02-03,10:10:00,obsr27006,S7554873,Traveling,P22,EBIRD,15,0.050,,1,1,,0,1,0,,David and I birded separately
-114.20737,34.21961,URN:CornellLabOfOrnithology:EBIRD:OBS240375274,2014-03-18 10:32:22,32084,species,Abert's Towhee,Melozone aberti,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Rock House Info Center, Parker Strip,L2719936,P,2014-03-17,07:00:00,obsr429961,S17491665,Traveling,P22,EBIRD,25,0.563,,2,1,,0,1,0,,
-114.2063742,34.2192653,URN:CornellLabOfOrnithology:EBIRD:OBS566128082,2018-01-10 18:16:33,32588,species,Great-tailed Grackle,Quiscalus mexicanus,,,5,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Rock House visitor information center,L5131831,P,2018-01-10,07:15:00,obsr112836,S41804021,Traveling,P22,EBIRD,20,0.161,,1,1,,0,1,0,,Spent part of the time looking for salticids.
-114.2063742,34.2192653,URN:CornellLabOfOrnithology:EBIRD:OBS487746222,2017-04-19 18:42:29,31084,species,House Finch,Haemorhous mexicanus,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Rock House visitor information center,L5131831,P,2017-04-19,06:40:00,obsr112836,S36104158,Traveling,P22,EBIRD,70,0.161,,1,1,,0,1,0,,Mostly looking for arthropods.
-114.2063742,34.2192653,URN:CornellLabOfOrnithology:EBIRD:OBS487746218,2017-04-19 18:42:29,32858,species,Yellow-rumped Warbler,Setophaga coronata,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Rock House visitor information center,L5131831,P,2017-04-19,06:40:00,obsr112836,S36104158,Traveling,P22,EBIRD,70,0.161,,1,1,,0,1,0,,Mostly looking for arthropods.
-114.2063742,34.2192653,URN:CornellLabOfOrnithology:EBIRD:OBS447791825,2016-12-07 21:18:44,11284,species,Northern Flicker,Colaptes auratus,,,2,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Rock House visitor information center,L5131831,P,2016-12-07,07:30:00,obsr112836,S32913769,Stationary,P21,EBIRD,20,,,1,1,,0,1,0,,
-114.2024517,34.2225903,URN:CornellLabOfOrnithology:EBIRD:OBS106677647,2013-08-06 20:15:57,7351,species,Osprey,Pandion haliaetus,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Empire Landing,L1075487,P,2011-01-26,10:45:00,obsr27006,S7499463,Stationary,P21,EBIRD,5,,,2,1,G223348,0,1,0,,
-114.2030525,34.2235838,URN:CornellLabOfOrnithology:EBIRD:OBS106677542,2013-08-06 20:14:53,641,species,Bufflehead,Bucephala albeola,,,2,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Colorado River - Headgate Rock Dam to River Lodge Resort,L782538,P,2011-01-26,11:30:00,obsr153343,S7499454,Incidental,P20,EBIRD,,,,1,1,,0,1,0,,Yellow-billed Loon found with Common Loon swimming up river just north of Empire Resort.  They were hugging the California shoreline.  Photos.
-114.2063742,34.2192653,URN:CornellLabOfOrnithology:EBIRD:OBS566128083,2018-01-10 18:16:33,27022,species,Northern Mockingbird,Mimus polyglottos,,,2,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Rock House visitor information center,L5131831,P,2018-01-10,07:15:00,obsr112836,S41804021,Traveling,P22,EBIRD,20,0.161,,1,1,,0,1,0,,Spent part of the time looking for salticids.
-114.2063742,34.2192653,URN:CornellLabOfOrnithology:EBIRD:OBS566128081,2018-01-10 18:16:33,5311,species,American Coot,Fulica americana,,,30,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Rock House visitor information center,L5131831,P,2018-01-10,07:15:00,obsr112836,S41804021,Traveling,P22,EBIRD,20,0.161,,1,1,,0,1,0,,Spent part of the time looking for salticids.
-114.2003095,34.2238964,URN:CornellLabOfOrnithology:EBIRD:OBS753138679,2019-05-06 16:53:30,1968,species,Eurasian Collared-Dove,Streptopelia decaocto,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,7852 Riverside Drive, Parker, Arizona, US (34.224, -114.2),L9211099,P,2019-05-06,09:42:00,obsr1165431,S55926537,Stationary,P21,EBIRD,360,,,1,1,,0,1,0,,
-114.2063742,34.2192653,URN:CornellLabOfOrnithology:EBIRD:OBS566128084,2018-01-10 18:16:33,11407,species,American Kestrel,Falco sparverius,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Rock House visitor information center,L5131831,P,2018-01-10,07:15:00,obsr112836,S41804021,Traveling,P22,EBIRD,20,0.161,,1,1,,0,1,0,,Spent part of the time looking for salticids.
-114.2057616,34.2192413,URN:CornellLabOfOrnithology:EBIRD:OBS73255753,2018-08-02 22:05:21,6547,species,Common Loon,Gavia immer,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Parker Strip boat ramp,L762906,P,1991-12-21,09:00:00,obsr125809,S5208345,Stationary,P21,EBIRD,30,,,4,1,,0,1,0,,
-114.2057616,34.2192413,URN:CornellLabOfOrnithology:EBIRD:OBS73255756,2018-08-02 22:05:21,7124,species,Great Egret,Ardea alba,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Parker Strip boat ramp,L762906,P,1991-12-21,09:00:00,obsr125809,S5208345,Stationary,P21,EBIRD,30,,,4,1,,0,1,0,,
-114.2152083,34.2106673,URN:CornellLabOfOrnithology:EBIRD:OBS361652110,2018-08-03 07:30:30,471,species,Mallard,Anas platyrhynchos,,,X,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,CrossRoads Campground,L4102725,P,2015-12-28,06:30:00,obsr509761,S26501740,Stationary,P21,EBIRD,10,,,1,1,,0,1,0,,Observation was just around sunrise California time, not sure why this is marked nocturnal
-114.2063742,34.2192653,URN:CornellLabOfOrnithology:EBIRD:OBS447791813,2016-12-07 21:18:44,25797,species,Ruby-crowned Kinglet,Regulus calendula,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Rock House visitor information center,L5131831,P,2016-12-07,07:30:00,obsr112836,S32913769,Stationary,P21,EBIRD,20,,,1,1,,0,1,0,,
-114.2022264,34.2233952,URN:CornellLabOfOrnithology:EBIRD:OBS370777028,2016-02-06 13:25:28,32084,species,Abert's Towhee,Melozone aberti,,,2,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Campground on Parker Dam Rd,L4216261,P,1990-06-24,16:00:00,obsr8984,S27291034,Historical,P62,EBIRD,,,,2,1,G1588490,0,1,0,,With Bill Shelmerdine.  Time and location of campground estimated.
-114.2145785,34.2157947,URN:CornellLabOfOrnithology:EBIRD:OBS873278823,2020-03-02 17:52:06,2175,species,Inca Dove,Columbina inca,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Earp Trailer Park,L10889250,P,1985-02-20,09:30:00,obsr196748,S65375241,Historical,P62,EBIRD,,,,2,0,,0,1,0,,With Mitch Heindel working our way up to Parker Dam.
-114.2145785,34.2157947,URN:CornellLabOfOrnithology:EBIRD:OBS876850941,2020-03-10 17:59:22,5973,species,Solitary Sandpiper,Tringa solitaria,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Earp Trailer Park,L10889250,P,1981-08-07,,obsr196748,S65661598,Historical,P62,EBIRD,,,,,0,,0,1,0,,Observations gleaned from my seasonal reports...
-114.2057616,34.2192413,URN:CornellLabOfOrnithology:EBIRD:OBS73255759,2018-08-02 22:05:21,2175,species,Inca Dove,Columbina inca,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Parker Strip boat ramp,L762906,P,1991-12-21,09:00:00,obsr125809,S5208345,Stationary,P21,EBIRD,30,,,4,1,,0,1,0,,
-114.2057616,34.2192413,URN:CornellLabOfOrnithology:EBIRD:OBS73255755,2018-08-02 22:05:21,641,species,Bufflehead,Bucephala albeola,,,2,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Parker Strip boat ramp,L762906,P,1991-12-21,09:00:00,obsr125809,S5208345,Stationary,P21,EBIRD,30,,,4,1,,0,1,0,,
-114.2220353,34.2118827,URN:CornellLabOfOrnithology:EBIRD:OBS913996627,2020-05-07 04:39:53,32700,species,Lucy's Warbler,Leiothlypis luciae,,,X,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove,L11353295,P,1994-04-03,06:30:00,obsr476140,S68531253,Traveling,P22,EBIRD,150,3.219,,1,1,,0,1,0,,
-114.2220353,34.2118827,URN:CornellLabOfOrnithology:EBIRD:OBS913996629,2020-05-07 04:39:53,31930,species,White-crowned Sparrow,Zonotrichia leucophrys,,,X,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Emerald Cove,L11353295,P,1994-04-03,06:30:00,obsr476140,S68531253,Traveling,P22,EBIRD,150,3.219,,1,1,,0,1,0,,
-114.2030525,34.2235838,URN:CornellLabOfOrnithology:EBIRD:OBS75246968,2018-08-03 00:45:24,32298,species,Western Meadowlark,Sturnella neglecta,,,2,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Colorado River - Headgate Rock Dam to River Lodge Resort,L782538,P,2009-09-18,15:15:00,obsr91638,S5357890,Traveling,P22,EBIRD,150,16.093,,5,1,G122425,0,1,0,,With Gjon Hazard, Doug Karalun, Howard King, and Brad Singer. Locations visited (south to north) include Headgate Rock Dam ponds, River Reflections Estates sewage ponds, Emerald Cove RV Resort sewage ponds, Quail Hollow Day Use Area, and River Lodge Resort.
-114.2030525,34.2235838,URN:CornellLabOfOrnithology:EBIRD:OBS75248861,2018-08-03 00:45:24,7338,species,Turkey Vulture,Cathartes aura,,,10,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Colorado River - Headgate Rock Dam to River Lodge Resort,L782538,P,2009-09-18,15:15:00,obsr114768,S5357983,Traveling,P22,EBIRD,150,16.093,,5,1,G122425,0,1,0,,With Gjon Hazard, Doug Karalun, Howard King, and Brad Singer. Locations visited (south to north) include Headgate Rock Dam ponds, River Reflections Estates sewage ponds, Emerald Cove RV Resort sewage ponds, Quail Hollow Day Use Area, and River Lodge Resort.
-114.2030525,34.2235838,URN:CornellLabOfOrnithology:EBIRD:OBS75245540,2018-08-03 00:45:24,5970,species,Spotted Sandpiper,Actitis macularius,,,6,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Colorado River - Headgate Rock Dam to River Lodge Resort,L782538,P,2009-09-18,15:15:00,obsr158843,S5357828,Traveling,P22,EBIRD,150,16.093,,5,1,G122425,0,1,0,,With Gjon Hazard, Doug Karalun, Howard King, and Brad Singer. Locations visited (south to north) include Headgate Rock Dam ponds, River Reflections Estates sewage ponds, Emerald Cove RV Resort sewage ponds, Quail Hollow Day Use Area, and River Lodge Resort.
-114.2030525,34.2235838,URN:CornellLabOfOrnithology:EBIRD:OBS75246988,2018-08-03 00:45:24,5587,species,American Avocet,Recurvirostra americana,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Colorado River - Headgate Rock Dam to River Lodge Resort,L782538,P,2009-09-18,15:15:00,obsr91638,S5357890,Traveling,P22,EBIRD,150,16.093,,5,1,G122425,0,1,0,,With Gjon Hazard, Doug Karalun, Howard King, and Brad Singer. Locations visited (south to north) include Headgate Rock Dam ponds, River Reflections Estates sewage ponds, Emerald Cove RV Resort sewage ponds, Quail Hollow Day Use Area, and River Lodge Resort.
-114.2030525,34.2235838,URN:CornellLabOfOrnithology:EBIRD:OBS75248839,2018-08-03 00:45:24,11407,species,American Kestrel,Falco sparverius,,,1,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Colorado River - Headgate Rock Dam to River Lodge Resort,L782538,P,2009-09-18,15:15:00,obsr114768,S5357983,Traveling,P22,EBIRD,150,16.093,,5,1,G122425,0,1,0,,With Gjon Hazard, Doug Karalun, Howard King, and Brad Singer. Locations visited (south to north) include Headgate Rock Dam ponds, River Reflections Estates sewage ponds, Emerald Cove RV Resort sewage ponds, Quail Hollow Day Use Area, and River Lodge Resort.
-114.2030525,34.2235838,URN:CornellLabOfOrnithology:EBIRD:OBS75246953,2018-08-03 00:45:24,988,species,Gambel's Quail,Callipepla gambelii,,,25,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Colorado River - Headgate Rock Dam to River Lodge Resort,L782538,P,2009-09-18,15:15:00,obsr91638,S5357890,Traveling,P22,EBIRD,150,16.093,,5,1,G122425,0,1,0,,With Gjon Hazard, Doug Karalun, Howard King, and Brad Singer. Locations visited (south to north) include Headgate Rock Dam ponds, River Reflections Estates sewage ponds, Emerald Cove RV Resort sewage ponds, Quail Hollow Day Use Area, and River Lodge Resort.
-114.2030525,34.2235838,URN:CornellLabOfOrnithology:EBIRD:OBS75246987,2018-08-03 00:45:24,33118,species,Western Tanager,Piranga ludoviciana,,,2,,,,United States,US,California,US-CA,San Bernardino,US-CA-071,,33,,,Colorado River - Headgate Rock Dam to River Lodge Resort,L782538,P,2009-09-18,15:15:00,obsr91638,S5357890,Traveling,P22,EBIRD,150,16.093,,5,1,G122425,0,1,0,,With Gjon Hazard, Doug Karalun, Howard King, and Brad Singer. Locations visited (south to north) include Headgate Rock Dam ponds, River Reflections Estates sewage ponds, Emerald Cove RV Resort sewage ponds, Quail Hollow Day Use Area, and River Lodge Resort.
